GEO.id,GEO.id2,state,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,county_name,med_income,Year
0400000US53,53,Washington,0400000US53,53,Washington,Washington,59478,2013
0400000US53,53,Washington,0500000US53001,53001,Washington - Adams County,Adams County,43926,2013
0400000US53,53,Washington,0500000US53003,53003,Washington - Asotin County,Asotin County,43175,2013
0400000US53,53,Washington,0500000US53005,53005,Washington - Benton County,Benton County,60485,2013
0400000US53,53,Washington,0500000US53007,53007,Washington - Chelan County,Chelan County,51354,2013
0400000US53,53,Washington,0500000US53009,53009,Washington - Clallam County,Clallam County,46033,2013
0400000US53,53,Washington,0500000US53011,53011,Washington - Clark County,Clark County,58225,2013
0400000US53,53,Washington,0500000US53013,53013,Washington - Columbia County,Columbia County,42519,2013
0400000US53,53,Washington,0500000US53015,53015,Washington - Cowlitz County,Cowlitz County,47596,2013
0400000US53,53,Washington,0500000US53017,53017,Washington - Douglas County,Douglas County,51908,2013
0400000US53,53,Washington,0500000US53019,53019,Washington - Ferry County,Ferry County,37571,2013
0400000US53,53,Washington,0500000US53021,53021,Washington - Franklin County,Franklin County,55177,2013
0400000US53,53,Washington,0500000US53023,53023,Washington - Garfield County,Garfield County,51548,2013
0400000US53,53,Washington,0500000US53025,53025,Washington - Grant County,Grant County,45949,2013
0400000US53,53,Washington,0500000US53027,53027,Washington - Grays Harbor County,Grays Harbor County,42405,2013
0400000US53,53,Washington,0500000US53029,53029,Washington - Island County,Island County,58455,2013
0400000US53,53,Washington,0500000US53031,53031,Washington - Jefferson County,Jefferson County,46320,2013
0400000US53,53,Washington,0500000US53033,53033,Washington - King County,King County,71811,2013
0400000US53,53,Washington,0500000US53035,53035,Washington - Kitsap County,Kitsap County,62413,2013
0400000US53,53,Washington,0500000US53037,53037,Washington - Kittitas County,Kittitas County,42982,2013
0400000US53,53,Washington,0500000US53039,53039,Washington - Klickitat County,Klickitat County,41694,2013
0400000US53,53,Washington,0500000US53041,53041,Washington - Lewis County,Lewis County,42860,2013
0400000US53,53,Washington,0500000US53043,53043,Washington - Lincoln County,Lincoln County,47195,2013
0400000US53,53,Washington,0500000US53045,53045,Washington - Mason County,Mason County,48755,2013
0400000US53,53,Washington,0500000US53047,53047,Washington - Okanogan County,Okanogan County,40368,2013
0400000US53,53,Washington,0500000US53049,53049,Washington - Pacific County,Pacific County,39830,2013
0400000US53,53,Washington,0500000US53051,53051,Washington - Pend Oreille County,Pend Oreille County,40567,2013
0400000US53,53,Washington,0500000US53053,53053,Washington - Pierce County,Pierce County,59204,2013
0400000US53,53,Washington,0500000US53055,53055,Washington - San Juan County,San Juan County,53376,2013
0400000US53,53,Washington,0500000US53057,53057,Washington - Skagit County,Skagit County,55925,2013
0400000US53,53,Washington,0500000US53059,53059,Washington - Skamania County,Skamania County,53712,2013
0400000US53,53,Washington,0500000US53061,53061,Washington - Snohomish County,Snohomish County,68381,2013
0400000US53,53,Washington,0500000US53063,53063,Washington - Spokane County,Spokane County,49233,2013
0400000US53,53,Washington,0500000US53065,53065,Washington - Stevens County,Stevens County,41742,2013
0400000US53,53,Washington,0500000US53067,53067,Washington - Thurston County,Thurston County,62229,2013
0400000US53,53,Washington,0500000US53069,53069,Washington - Wahkiakum County,Wahkiakum County,41815,2013
0400000US53,53,Washington,0500000US53071,53071,Washington - Walla Walla County,Walla Walla County,46597,2013
0400000US53,53,Washington,0500000US53073,53073,Washington - Whatcom County,Whatcom County,51939,2013
0400000US53,53,Washington,0500000US53075,53075,Washington - Whitman County,Whitman County,36257,2013
0400000US53,53,Washington,0500000US53077,53077,Washington - Yakima County,Yakima County,43506,2013
