"","year","county_fips","hhpop","horate","medhhincome","long","lat","order","hole","piece","group","state_abbv","state_fips","county_name","fips_class","state_name"
"63",2015,"53003",8073.172,0.587011895696016,45980,-117.027744,46.338751,193266,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"64",2015,"53003",8073.172,0.587011895696016,45980,-117.023844,46.335976,193267,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"65",2015,"53003",8073.172,0.587011895696016,45980,-117.023149,46.334759,193268,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"66",2015,"53003",8073.172,0.587011895696016,45980,-117.022706,46.32899,193269,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"67",2015,"53003",8073.172,0.587011895696016,45980,-117.023424,46.326427,193270,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"68",2015,"53003",8073.172,0.587011895696016,45980,-117.022939,46.320175,193271,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"69",2015,"53003",8073.172,0.587011895696016,45980,-117.022293,46.31747,193272,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"70",2015,"53003",8073.172,0.587011895696016,45980,-117.020663,46.314793,193273,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"71",2015,"53003",8073.172,0.587011895696016,45980,-117.016413,46.311236,193274,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"72",2015,"53003",8073.172,0.587011895696016,45980,-117.007486,46.305302,193275,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"73",2015,"53003",8073.172,0.587011895696016,45980,-116.99726,46.303151,193276,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"74",2015,"53003",8073.172,0.587011895696016,45980,-116.989794,46.299395,193277,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"75",2015,"53003",8073.172,0.587011895696016,45980,-116.986688,46.296662,193278,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"76",2015,"53003",8073.172,0.587011895696016,45980,-116.98463,46.292705,193279,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"77",2015,"53003",8073.172,0.587011895696016,45980,-116.98491,46.289738,193280,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"78",2015,"53003",8073.172,0.587011895696016,45980,-116.990894,46.280372,193281,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"79",2015,"53003",8073.172,0.587011895696016,45980,-116.991422,46.278467,193282,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"80",2015,"53003",8073.172,0.587011895696016,45980,-116.991134,46.276342,193283,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"81",2015,"53003",8073.172,0.587011895696016,45980,-116.987391,46.272865,193284,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"82",2015,"53003",8073.172,0.587011895696016,45980,-116.976054,46.26601,193285,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"83",2015,"53003",8073.172,0.587011895696016,45980,-116.972591,46.263271,193286,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"84",2015,"53003",8073.172,0.587011895696016,45980,-116.970298,46.261233,193287,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"85",2015,"53003",8073.172,0.587011895696016,45980,-116.966742,46.256923,193288,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"86",2015,"53003",8073.172,0.587011895696016,45980,-116.964379,46.253282,193289,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"87",2015,"53003",8073.172,0.587011895696016,45980,-116.958801,46.24232,193290,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"88",2015,"53003",8073.172,0.587011895696016,45980,-116.955264,46.23088,193291,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"89",2015,"53003",8073.172,0.587011895696016,45980,-116.956031,46.225976,193292,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"90",2015,"53003",8073.172,0.587011895696016,45980,-116.959428,46.219812,193293,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"91",2015,"53003",8073.172,0.587011895696016,45980,-116.96613,46.209453,193294,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"92",2015,"53003",8073.172,0.587011895696016,45980,-116.966569,46.207501,193295,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"93",2015,"53003",8073.172,0.587011895696016,45980,-116.965841,46.203417,193296,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"94",2015,"53003",8073.172,0.587011895696016,45980,-116.962966,46.19968,193297,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"95",2015,"53003",8073.172,0.587011895696016,45980,-116.952416,46.193514,193298,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"96",2015,"53003",8073.172,0.587011895696016,45980,-116.941724,46.185034,193299,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"97",2015,"53003",8073.172,0.587011895696016,45980,-116.923958,46.17092,193300,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"98",2015,"53003",8073.172,0.587011895696016,45980,-116.92187,46.167808,193301,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"99",2015,"53003",8073.172,0.587011895696016,45980,-116.921258,46.164795,193302,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"100",2015,"53003",8073.172,0.587011895696016,45980,-116.922648,46.160744,193303,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"101",2015,"53003",8073.172,0.587011895696016,45980,-116.935473,46.142448,193304,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"102",2015,"53003",8073.172,0.587011895696016,45980,-116.948336,46.125885,193305,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"103",2015,"53003",8073.172,0.587011895696016,45980,-116.950276,46.123464,193306,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"104",2015,"53003",8073.172,0.587011895696016,45980,-116.95098,46.118853,193307,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"105",2015,"53003",8073.172,0.587011895696016,45980,-116.951265,46.111161,193308,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"106",2015,"53003",8073.172,0.587011895696016,45980,-116.955263,46.102237,193309,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"107",2015,"53003",8073.172,0.587011895696016,45980,-116.959548,46.099058,193310,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"108",2015,"53003",8073.172,0.587011895696016,45980,-116.974058,46.097707,193311,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"109",2015,"53003",8073.172,0.587011895696016,45980,-116.976957,46.09667,193312,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"110",2015,"53003",8073.172,0.587011895696016,45980,-116.978823,46.095731,193313,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"111",2015,"53003",8073.172,0.587011895696016,45980,-116.981747,46.092881,193314,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"112",2015,"53003",8073.172,0.587011895696016,45980,-116.982498,46.091347,193315,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"113",2015,"53003",8073.172,0.587011895696016,45980,-116.982479,46.089389,193316,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"114",2015,"53003",8073.172,0.587011895696016,45980,-116.981962,46.084915,193317,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"115",2015,"53003",8073.172,0.587011895696016,45980,-116.978938,46.080007,193318,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"116",2015,"53003",8073.172,0.587011895696016,45980,-116.970009,46.076769,193319,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"117",2015,"53003",8073.172,0.587011895696016,45980,-116.96319,46.075905,193320,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"118",2015,"53003",8073.172,0.587011895696016,45980,-116.960416,46.076346,193321,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"119",2015,"53003",8073.172,0.587011895696016,45980,-116.957372,46.075449,193322,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"120",2015,"53003",8073.172,0.587011895696016,45980,-116.948564,46.067933,193323,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"121",2015,"53003",8073.172,0.587011895696016,45980,-116.942656,46.061,193324,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"122",2015,"53003",8073.172,0.587011895696016,45980,-116.931706,46.039651,193325,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"123",2015,"53003",8073.172,0.587011895696016,45980,-116.923005,46.018293,193326,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"124",2015,"53003",8073.172,0.587011895696016,45980,-116.91868,45.999875,193327,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"125",2015,"53003",8073.172,0.587011895696016,45980,-116.91718,45.996575,193328,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"126",2015,"53003",8073.172,0.587011895696016,45980,-116.915989,45.995413,193329,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"127",2015,"53003",8073.172,0.587011895696016,45980,-116.940681,45.996274,193330,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"128",2015,"53003",8073.172,0.587011895696016,45980,-116.985882,45.996974,193331,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"129",2015,"53003",8073.172,0.587011895696016,45980,-117.051304,45.996849,193332,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"130",2015,"53003",8073.172,0.587011895696016,45980,-117.070047,45.99751,193333,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
